Scripps ID,SDCVC ID,Species,Sample type,% Coverage,Average Coverage,Collection date,Country,State,County,Latitude,Longitude,Sequencing Status,Consensus Name
W453,12-1054,Culex tarsalis,Pooled mosquitos,100.00,0,2012-07-18,USA,CA,Kern,35.283,-118.932,coding-complete,W453_2012-07-18_USA_CA_Kern_-118.932_35.283.fasta,
W454,12-1087,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-07-19,USA,CA,Kern,35.353,-119.078,coding-complete,W454_2012-07-19_USA_CA_Kern_-119.078_35.353.fasta,
W455,12-1093,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-07-19,USA,CA,Kern,35.380,-119.111,coding-complete,W455_2012-07-19_USA_CA_Kern_-119.111_35.380.fasta,
W462,13-383,Culex tarsalis,Pooled mosquitos,100.00,0,2013-08-21,USA,CA,Kern,35.501,-119.478,coding-complete,W462_2013-08-21_USA_CA_Kern_-119.478_35.501.fasta,
W470,14-274,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2014-07-18,USA,CA,Kern,35.411,-119.143,coding-complete,W470_2014-07-18_USA_CA_Kern_-119.143_35.411.fasta,
W478,15-394,Culex tarsalis,Pooled mosquitos,100.00,0,2015-07-28,USA,CA,Kern,35.166,-118.825,coding-complete,W478_2015-07-28_USA_CA_Kern_-118.825_35.166.fasta,
W481,15-486,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2015-08-28,USA,CA,Kern,35.530,-119.196,coding-complete,W481_2015-08-28_USA_CA_Kern_-119.196_35.530.fasta,
W485,16-372,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-26,USA,CA,Kern,35.428,-119.406,coding-complete,W485_2016-07-26_USA_CA_Kern_-119.406_35.428.fasta,
W486,16-376,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2016-07-28,USA,CA,Kern,35.598,-119.213,coding-complete,W486_2016-07-28_USA_CA_Kern_-119.213_35.598.fasta,
W493,17-376,Culex quinquefasciatus,Pooled mosquitos,0.00,0,2017-06-28,USA,CA,Kern,35.377,-119.009,coding-complete,W493_2017-06-28_USA_CA_Kern_-119.009_35.377.fasta,
W494,17-377,Culex tarsalis,Pooled mosquitos,100.00,0,2017-06-28,USA,CA,Kern,35.501,-119.478,coding-complete,W494_2017-06-28_USA_CA_Kern_-119.478_35.501.fasta,
W502,208-2252,American Crow,Tissue,100.00,0,2008-02-06,USA,CA,San Diego,32.855,-117.004,coding-complete,W502_2008-02-06_USA_CA_SanDiego_-117.004_32.855.fasta,
W503,208-2284,American Crow,Tissue,100.00,0,2008-03-12,USA,CA,San Diego,33.105,-117.067,coding-complete,W503_2008-03-12_USA_CA_SanDiego_-117.067_33.105.fasta,
W505,208-2874,American Crow,Tissue,100.00,0,2008-05-22,USA,CA,San Diego,32.827,-117.101,coding-complete,W505_2008-05-22_USA_CA_SanDiego_-117.101_32.827.fasta,
W506,208-3044,American Crow,Tissue,100.00,0,2008-06-02,USA,CA,San Diego,32.953,-117.229,coding-complete,W506_2008-06-02_USA_CA_SanDiego_-117.229_32.953.fasta,
W507,208-3292,American Crow,Tissue,100.00,0,2008-06-18,USA,CA,San Diego,32.792,-117.236,coding-complete,W507_2008-06-18_USA_CA_SanDiego_-117.236_32.792.fasta,
W508,208-3296,American Crow,Tissue,100.00,0,2008-06-18,USA,CA,San Diego,32.792,-117.236,coding-complete,W508_2008-06-18_USA_CA_SanDiego_-117.236_32.792.fasta,
W509,208-3298,American Crow,Tissue,100.00,0,2008-06-18,USA,CA,San Diego,32.792,-117.236,coding-complete,W509_2008-06-18_USA_CA_SanDiego_-117.236_32.792.fasta,
W510,208-3371,American Crow,Tissue,100.00,0,2008-07-28,USA,CA,San Diego,32.895,-117.240,coding-complete,W510_2008-07-28_USA_CA_SanDiego_-117.240_32.895.fasta,
W511,209-0511,American Crow,Tissue,100.00,0,2008-08-06,USA,CA,San Diego,32.773,-117.167,coding-complete,W511_2008-08-06_USA_CA_SanDiego_-117.167_32.773.fasta,
W512,209-0569,American Crow,Tissue,100.00,0,2008-08-11,USA,CA,San Diego,32.948,-117.223,coding-complete,W512_2008-08-11_USA_CA_SanDiego_-117.223_32.948.fasta,
W513,209-0731,American Crow,Tissue,100.00,0,2008-08-25,USA,CA,San Diego,32.796,-117.228,coding-complete,W513_2008-08-25_USA_CA_SanDiego_-117.228_32.796.fasta,
W514,209-0841,American Crow,Tissue,100.00,0,2008-09-04,USA,CA,San Diego,32.925,-117.143,coding-complete,W514_2008-09-04_USA_CA_SanDiego_-117.143_32.925.fasta,
W515,209-0889,American Crow,Tissue,100.00,0,2008-09-10,USA,CA,San Diego,32.897,-117.242,coding-complete,W515_2008-09-10_USA_CA_SanDiego_-117.242_32.897.fasta,
W516,209-0904,American Crow,Tissue,100.00,0,2008-09-12,USA,CA,San Diego,32.788,-117.198,coding-complete,W516_2008-09-12_USA_CA_SanDiego_-117.198_32.788.fasta,
W517,209-0968,American Crow,Tissue,100.00,0,2008-09-19,USA,CA,San Diego,32.796,-117.228,coding-complete,W517_2008-09-19_USA_CA_SanDiego_-117.228_32.796.fasta,
W518,209-1003,American Crow,Tissue,100.00,0,2008-09-23,USA,CA,San Diego,32.796,-117.228,coding-complete,W518_2008-09-23_USA_CA_SanDiego_-117.228_32.796.fasta,
W519,209-1022,American Crow,Tissue,100.00,0,2008-09-24,USA,CA,San Diego,33.028,-117.060,coding-complete,W519_2008-09-24_USA_CA_SanDiego_-117.060_33.028.fasta,
W520,209-1023,American Crow,Tissue,100.00,0,2008-09-24,USA,CA,San Diego,32.733,-117.078,coding-complete,W520_2008-09-24_USA_CA_SanDiego_-117.078_32.733.fasta,
W521,209-1050,American Crow,Tissue,100.00,0,2008-09-25,USA,CA,San Diego,32.861,-117.226,coding-complete,W521_2008-09-25_USA_CA_SanDiego_-117.226_32.861.fasta,
W522,209-1064,American Crow,Tissue,100.00,0,2009-09-26,USA,CA,San Diego,32.751,-117.053,coding-complete,W522_2009-09-26_USA_CA_SanDiego_-117.053_32.751.fasta,
W523,209-1378,American Crow,Tissue,100.00,0,2008-11-05,USA,CA,San Diego,32.913,-117.223,coding-complete,W523_2008-11-05_USA_CA_SanDiego_-117.223_32.913.fasta,
W524,209-1464,American Crow,Tissue,100.00,0,2008-11-10,USA,CA,San Diego,32.783,-117.236,coding-complete,W524_2008-11-10_USA_CA_SanDiego_-117.236_32.783.fasta,
W525,209-1513,Coopers Hawk,Tissue,100.00,0,2008-11-17,USA,CA,San Diego,32.886,-117.196,coding-complete,W525_2008-11-17_USA_CA_SanDiego_-117.196_32.886.fasta,
W526,209-1603,American Crow,Tissue,100.00,0,2008-12-01,USA,CA,San Diego,32.928,-117.139,coding-complete,W526_2008-12-01_USA_CA_SanDiego_-117.139_32.928.fasta,
W527,209-1616,Sharp-shinned hawk,Tissue,100.00,0,2008-12-08,USA,CA,San Diego,33.016,-116.802,coding-complete,W527_2008-12-08_USA_CA_SanDiego_-116.802_33.016.fasta,
W528,209-1619,American Crow,Tissue,100.00,0,2008-12-08,USA,CA,San Diego,32.951,-117.058,coding-complete,W528_2008-12-08_USA_CA_SanDiego_-117.058_32.951.fasta,
W529,209-1755,Sharp-shinned hawk,Tissue,100.00,0,2008-12-22,USA,CA,San Diego,32.780,-116.924,coding-complete,W529_2008-12-22_USA_CA_SanDiego_-116.924_32.780.fasta,
W530,209-1879,American Crow,Tissue,100.00,0,2009-01-16,USA,CA,San Diego,32.906,-117.230,coding-complete,W530_2009-01-16_USA_CA_SanDiego_-117.230_32.906.fasta,
W531,209-1944,American Crow,Tissue,100.00,0,2009-01-26,USA,CA,San Diego,32.905,-117.230,coding-complete,W531_2009-01-26_USA_CA_SanDiego_-117.230_32.905.fasta,
W532,209-2042,American Crow,Tissue,100.00,0,2009-02-05,USA,CA,San Diego,32.751,-117.051,coding-complete,W532_2009-02-05_USA_CA_SanDiego_-117.051_32.751.fasta,
W533,209-2866,American Crow,Tissue,100.00,0,2009-06-18,USA,CA,San Diego,32.904,-117.153,coding-complete,W533_2009-06-18_USA_CA_SanDiego_-117.153_32.904.fasta,
W534,209-2896,American Crow,Tissue,100.00,0,2009-06-23,USA,CA,San Diego,33.256,-116.983,coding-complete,W534_2009-06-23_USA_CA_SanDiego_-116.983_33.256.fasta,
W535,210-0334,American Crow,Tissue,100.00,0,2009-09-08,USA,CA,San Diego,32.913,-117.222,coding-complete,W535_2009-09-08_USA_CA_SanDiego_-117.222_32.913.fasta,
W536,210-0404,American Crow,Tissue,100.00,0,2009-09-30,USA,CA,San Diego,32.913,-117.224,coding-complete,W536_2009-09-30_USA_CA_SanDiego_-117.224_32.913.fasta,
W537,210-0554,American Crow,Tissue,100.00,0,2009-10-22,USA,CA,San Diego,32.805,-117.179,coding-complete,W537_2009-10-22_USA_CA_SanDiego_-117.179_32.805.fasta,
W538,W14-0051,American Crow,Tissue,100.00,0,2014-07-14,USA,CA,San Diego,32.741,-117.125,coding-complete,W538_2014-07-14_USA_CA_SanDiego_-117.125_32.741.fasta,
W539,W14-0065,American Crow,Tissue,100.00,0,2014-08-13,USA,CA,San Diego,32.797,-117.020,coding-complete,W539_2014-08-13_USA_CA_SanDiego_-117.020_32.797.fasta,
W540,W14-0095,American Crow,Tissue,100.00,0,2014-09-23,USA,CA,San Diego,32.803,-117.008,coding-complete,W540_2014-09-23_USA_CA_SanDiego_-117.008_32.803.fasta,
W541,W14-0102,American Crow,Tissue,100.00,0,2014-09-29,USA,CA,San Diego,32.775,-117.205,coding-complete,W541_2014-09-29_USA_CA_SanDiego_-117.205_32.775.fasta,
W542,W14-0106,American Crow,Tissue,100.00,0,2014-10-02,USA,CA,San Diego,32.763,-117.200,coding-complete,W542_2014-10-02_USA_CA_SanDiego_-117.200_32.763.fasta,
W543,W14-0136,American Crow,Tissue,100.00,0,2014-11-10,USA,CA,San Diego,32.795,-117.031,coding-complete,W543_2014-11-10_USA_CA_SanDiego_-117.031_32.795.fasta,
W544,W14-0140,American Crow,Tissue,100.00,0,2014-11-13,USA,CA,San Diego,33.011,-116.813,coding-complete,W544_2014-11-13_USA_CA_SanDiego_-116.813_33.011.fasta,
W545,W14-0142,American Crow,Tissue,100.00,0,2014-11-17,USA,CA,San Diego,33.029,-117.084,coding-complete,W545_2014-11-17_USA_CA_SanDiego_-117.084_33.029.fasta,
W546,W14-0152,Hawk,Tissue,100.00,0,2014-12-18,USA,CA,San Diego,32.840,-117.101,coding-complete,W546_2014-12-18_USA_CA_SanDiego_-117.101_32.840.fasta,
W547,W14-0154,Raven,Tissue,100.00,0,2014-12-18,USA,CA,San Diego,32.797,-117.018,coding-complete,W547_2014-12-18_USA_CA_SanDiego_-117.018_32.797.fasta,
W548,W14-0155,Raven,Tissue,100.00,0,2014-12-16,USA,CA,San Diego,32.736,-117.081,coding-complete,W548_2014-12-16_USA_CA_SanDiego_-117.081_32.736.fasta,
W549,15-B-00055-B,American Crow,Tissue,100.00,0,2015-04-16,USA,CA,San Diego,32.835,-117.153,coding-complete,W549_2015-04-16_USA_CA_SanDiego_-117.153_32.835.fasta,
W550,15-B-00058-B,American Crow,Tissue,100.00,0,2015-04-28,USA,CA,San Diego,32.840,-117.229,coding-complete,W550_2015-04-28_USA_CA_SanDiego_-117.229_32.840.fasta,
W551,15-B-00074-B,American Crow,Tissue,100.00,0,2015-05-11,USA,CA,San Diego,32.721,-117.036,coding-complete,W551_2015-05-11_USA_CA_SanDiego_-117.036_32.721.fasta,
W552,15-B-00136-B,American Crow,Tissue,100.00,0,2015-06-05,USA,CA,San Diego,32.736,-117.149,coding-complete,W552_2015-06-05_USA_CA_SanDiego_-117.149_32.736.fasta,
W553,15-B-00168-B,American Crow,Tissue,100.00,0,2015-07-02,USA,CA,San Diego,32.948,-117.218,coding-complete,W553_2015-07-02_USA_CA_SanDiego_-117.218_32.948.fasta,
W554,15-B-00175-B,American Crow,Tissue,100.00,0,2015-07-02,USA,CA,San Diego,32.729,-117.096,coding-complete,W554_2015-07-02_USA_CA_SanDiego_-117.096_32.729.fasta,
W555,15-B-00193-B,Western Scrub Jay,Tissue,100.00,0,2015-07-09,USA,CA,San Diego,32.983,-117.094,coding-complete,W555_2015-07-09_USA_CA_SanDiego_-117.094_32.983.fasta,
W556,15-B-00204-B,American Crow,Tissue,100.00,0,2015-07-21,USA,CA,San Diego,32.927,-117.136,coding-complete,W556_2015-07-21_USA_CA_SanDiego_-117.136_32.927.fasta,
W557,15-B-00209-B,Western Scrub Jay,Tissue,100.00,0,2015-07-28,USA,CA,San Diego,32.728,-117.247,coding-complete,W557_2015-07-28_USA_CA_SanDiego_-117.247_32.728.fasta,
W558,15-B-00214-B,American Crow,Tissue,100.00,0,2015-08-03,USA,CA,San Diego,32.972,-117.167,coding-complete,W558_2015-08-03_USA_CA_SanDiego_-117.167_32.972.fasta,
W559,15-B-00218-B,American Crow,Tissue,100.00,0,2015-08-04,USA,CA,San Diego,32.828,-117.097,coding-complete,W559_2015-08-04_USA_CA_SanDiego_-117.097_32.828.fasta,
W560,15-B-00240-B,American Crow,Tissue,100.00,0,2015-08-17,USA,CA,San Diego,32.795,-117.083,coding-complete,W560_2015-08-17_USA_CA_SanDiego_-117.083_32.795.fasta,
W561,15-B-00242-B,American Crow,Tissue,100.00,0,2015-08-19,USA,CA,San Diego,32.908,-117.187,coding-complete,W561_2015-08-19_USA_CA_SanDiego_-117.187_32.908.fasta,
W562,15-B-00262-B,American Crow,Tissue,100.00,0,2015-08-24,USA,CA,San Diego,32.701,-117.135,coding-complete,W562_2015-08-24_USA_CA_SanDiego_-117.135_32.701.fasta,
W563,15-B-00264-B,American Crow,Tissue,100.00,0,2015-08-25,USA,CA,San Diego,32.824,-117.186,coding-complete,W563_2015-08-25_USA_CA_SanDiego_-117.186_32.824.fasta,
W564,15-B-00283-B,American Crow,Tissue,100.00,0,2015-09-01,USA,CA,San Diego,32.796,-117.225,coding-complete,W564_2015-09-01_USA_CA_SanDiego_-117.225_32.796.fasta,
W565,15-B-00294-B,American Crow,Tissue,100.00,0,2015-09-03,USA,CA,San Diego,32.749,-117.159,coding-complete,W565_2015-09-03_USA_CA_SanDiego_-117.159_32.749.fasta,
W566,15-B-00308-B,American Crow,Tissue,100.00,0,2015-09-08,USA,CA,San Diego,32.904,-117.092,coding-complete,W566_2015-09-08_USA_CA_SanDiego_-117.092_32.904.fasta,
W567,15-B-00313-B,American Crow,Tissue,100.00,0,2015-09-10,USA,CA,San Diego,32.897,-117.242,coding-complete,W567_2015-09-10_USA_CA_SanDiego_-117.242_32.897.fasta,
W568,15-B-00315-B,American Crow,Tissue,100.00,0,2015-09-10,USA,CA,San Diego,32.800,-117.031,coding-complete,W568_2015-09-10_USA_CA_SanDiego_-117.031_32.800.fasta,
W569,15-B-00369-B,American Crow,Tissue,100.00,0,2015-09-22,USA,CA,San Diego,32.756,-117.064,coding-complete,W569_2015-09-22_USA_CA_SanDiego_-117.064_32.756.fasta,
W570,15-B-00370-B,American Crow,Tissue,100.00,0,2015-09-22,USA,CA,San Diego,32.729,-117.226,coding-complete,W570_2015-09-22_USA_CA_SanDiego_-117.226_32.729.fasta,
W571,15-B-00371-B,American Crow,Tissue,100.00,0,2015-09-22,USA,CA,San Diego,32.766,-117.194,coding-complete,W571_2015-09-22_USA_CA_SanDiego_-117.194_32.766.fasta,
W572,15-B-00397-B,American Crow,Tissue,100.00,0,2015-09-28,USA,CA,San Diego,33.014,-117.116,coding-complete,W572_2015-09-28_USA_CA_SanDiego_-117.116_33.014.fasta,
W573,15-B-00413-B,American Crow,Tissue,100.00,0,2015-10-01,USA,CA,San Diego,32.837,-117.086,coding-complete,W573_2015-10-01_USA_CA_SanDiego_-117.086_32.837.fasta,
W574,15-B-00420-B,American Crow,Tissue,100.00,0,2015-10-02,USA,CA,San Diego,32.795,-117.165,coding-complete,W574_2015-10-02_USA_CA_SanDiego_-117.165_32.795.fasta,
W575,15-B-00433-B,American Crow,Tissue,100.00,0,2015-10-06,USA,CA,San Diego,32.668,-117.058,coding-complete,W575_2015-10-06_USA_CA_SanDiego_-117.058_32.668.fasta,
W576,15-B-00441-B,American Crow,Tissue,100.00,0,2015-10-07,USA,CA,San Diego,32.757,-117.123,coding-complete,W576_2015-10-07_USA_CA_SanDiego_-117.123_32.757.fasta,
W577,15-B-00451-B,American Crow,Tissue,100.00,0,2015-10-10,USA,CA,San Diego,33.023,-117.059,coding-complete,W577_2015-10-10_USA_CA_SanDiego_-117.059_33.023.fasta,
W578,15-B-00470-B,American Crow,Tissue,100.00,0,2015-10-16,USA,CA,San Diego,32.834,-117.226,coding-complete,W578_2015-10-16_USA_CA_SanDiego_-117.226_32.834.fasta,
W579,15-B-00518-B,American Crow,Tissue,100.00,0,2015-11-02,USA,CA,San Diego,32.747,-117.212,coding-complete,W579_2015-11-02_USA_CA_SanDiego_-117.212_32.747.fasta,
W580,15-B-00551-B,American Crow,Tissue,100.00,0,2015-11-16,USA,CA,San Diego,32.741,-117.241,coding-complete,W580_2015-11-16_USA_CA_SanDiego_-117.241_32.741.fasta,
W581,15-B-00552-B,American Crow,Tissue,100.00,0,2015-11-17,USA,CA,San Diego,33.029,-117.085,coding-complete,W581_2015-11-17_USA_CA_SanDiego_-117.085_33.029.fasta,
W582,15-B-00585-B,Sharp-shinned Hawk,Tissue,100.00,0,2015-12-11,USA,CA,San Diego,32.767,-117.052,coding-complete,W582_2015-12-11_USA_CA_SanDiego_-117.052_32.767.fasta,
W583,15-B-00598-B,Red-shouldered Hawk,Tissue,0.00,0,2015-12-28,USA,CA,San Diego,33.044,-117.065,coding-complete,W583_2015-12-28_USA_CA_SanDiego_-117.065_33.044.fasta,
W584,16-B-00643-B,American Crow,Tissue,100.00,0,2016-02-27,USA,CA,San Diego,32.946,-117.245,coding-complete,W584_2016-02-27_USA_CA_SanDiego_-117.245_32.946.fasta,
W585,16-B-00644-B,American Crow,Tissue,100.00,0,2016-02-28,USA,CA,San Diego,32.946,-117.245,coding-complete,W585_2016-02-28_USA_CA_SanDiego_-117.245_32.946.fasta,
W586,16-B-00652-B,American Crow,Tissue,100.00,0,2016-03-16,USA,CA,San Diego,33.147,-117.054,coding-complete,W586_2016-03-16_USA_CA_SanDiego_-117.054_33.147.fasta,
W587,16-B-00660-B,American Crow,Tissue,100.00,0,2016-04-11,USA,CA,San Diego,32.809,-117.200,coding-complete,W587_2016-04-11_USA_CA_SanDiego_-117.200_32.809.fasta,
W588,16-B-00664-B,American Crow,Tissue,100.00,0,2016-04-28,USA,CA,San Diego,32.965,-117.054,coding-complete,W588_2016-04-28_USA_CA_SanDiego_-117.054_32.965.fasta,
W589,16-B-00669-B,American Crow,Tissue,100.00,0,2016-04-21,USA,CA,San Diego,32.772,-117.073,coding-complete,W589_2016-04-21_USA_CA_SanDiego_-117.073_32.772.fasta,
W590,17-B-01057-B,American Crow,Tissue,100.00,0,2017-06-09,USA,CA,San Diego,33.235,-117.216,coding-complete,W590_2017-06-09_USA_CA_SanDiego_-117.216_33.235.fasta,
W591,17-B-01064-B,American Crow,Tissue,100.00,0,2017-07-06,USA,CA,San Diego,32.814,-117.045,coding-complete,W591_2017-07-06_USA_CA_SanDiego_-117.045_32.814.fasta,
W592,17-B-01073-B,American Crow,Tissue,100.00,0,2017-08-04,USA,CA,San Diego,32.552,-116.936,coding-complete,W592_2017-08-04_USA_CA_SanDiego_-116.936_32.552.fasta,
W593,17-B-01078-T,American Crow,Tissue,100.00,0,2017-08-15,USA,CA,San Diego,33.094,-117.001,coding-complete,W593_2017-08-15_USA_CA_SanDiego_-117.001_33.094.fasta,
W594,17-B-01085-B,American Crow,Tissue,100.00,0,2017-08-24,USA,CA,San Diego,33.030,-117.084,coding-complete,W594_2017-08-24_USA_CA_SanDiego_-117.084_33.030.fasta,
W595,17-B-01093-T,American Crow,Tissue,100.00,0,2017-09-11,USA,CA,San Diego,33.091,-116.999,coding-complete,W595_2017-09-11_USA_CA_SanDiego_-116.999_33.091.fasta,
W715,16-4064,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-26,USA,CA,Sacramento,38.510,-121.354,coding-complete,W715_2016-07-26_USA_CA_Sacramento_-121.354_38.510.fasta,
W716,16-4421,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-29,USA,CA,Sacramento,38.698,-121.621,coding-complete,W716_2016-07-29_USA_CA_Sacramento_-121.621_38.698.fasta,
W717,16-4896,Culex tarsalis,Pooled mosquitos,100.00,0,2016-08-05,USA,CA,Yolo,38.610,-121.712,coding-complete,W717_2016-08-05_USA_CA_Yolo_-121.712_38.610.fasta,
W718,16-4984,Culex tarsalis,Pooled mosquitos,100.00,0,2016-08-09,USA,CA,Sacramento,38.423,-121.214,coding-complete,W718_2016-08-09_USA_CA_Sacramento_-121.214_38.423.fasta,
W719,17-3142,Culex pipiens,Pooled mosquitos,100.00,0,2017-07-18,USA,CA,Sacramento,38.425,-121.383,coding-complete,W719_2017-07-18_USA_CA_Sacramento_-121.383_38.425.fasta,
W720,17-3717,Culex tarsalis,Pooled mosquitos,100.00,0,2017-08-01,USA,CA,Sacramento,38.510,-121.354,coding-complete,W720_2017-08-01_USA_CA_Sacramento_-121.354_38.510.fasta,
W721,17-3921,Culex tarsalis,Pooled mosquitos,100.00,0,2017-08-03,USA,CA,Sacramento,38.334,-121.444,coding-complete,W721_2017-08-03_USA_CA_Sacramento_-121.444_38.334.fasta,
W722,17-4230,Culex tarsalis,Pooled mosquitos,100.00,0,2017-08-08,USA,CA,Yolo,38.551,-121.689,coding-complete,W722_2017-08-08_USA_CA_Yolo_-121.689_38.551.fasta,
W723,17-4809,Culex pipiens,Pooled mosquitos,100.00,0,2017-08-22,USA,CA,Sacramento,38.489,-121.395,coding-complete,W723_2017-08-22_USA_CA_Sacramento_-121.395_38.489.fasta,
W724,17-5589,Culex pipiens,Pooled mosquitos,100.00,0,2017-09-06,USA,CA,Sacramento,38.361,-121.414,coding-complete,W724_2017-09-06_USA_CA_Sacramento_-121.414_38.361.fasta,
W725,17-5884-1,Culex pipiens,Pooled mosquitos,100.00,0,2017-09-12,USA,CA,Yolo,38.543,-121.550,coding-complete,W725_2017-09-12_USA_CA_Yolo_-121.550_38.543.fasta,
W726,17-5884-2,Culex pipiens,Pooled mosquitos,100.00,0,2017-09-12,USA,CA,Yolo,38.543,-121.550,coding-complete,W726_2017-09-12_USA_CA_Yolo_-121.550_38.543.fasta,
W727,10-1274,American Crow,Tissue,100.00,0,2010-07-02,USA,CA,Sacramento,38.430,-121.313,coding-complete,W727_2010-07-02_USA_CA_Sacramento_-121.313_38.430.fasta,
W728,10-1381,American Crow,Tissue,100.00,0,2010-07-09,USA,CA,Sacramento,38.702,-121.341,coding-complete,W728_2010-07-09_USA_CA_Sacramento_-121.341_38.702.fasta,
W729,10-1396,Yellow-billed Magpie,Tissue,100.00,0,2010-07-09,USA,CA,Sacramento,38.535,-121.358,coding-complete,W729_2010-07-09_USA_CA_Sacramento_-121.358_38.535.fasta,
W730,10-1871,American Crow,Tissue,100.00,0,2010-08-02,USA,CA,Sacramento,38.631,-121.336,coding-complete,W730_2010-08-02_USA_CA_Sacramento_-121.336_38.631.fasta,
W731,10-2406,California Scrub-Jay,Tissue,100.00,0,2010-09-12,USA,CA,Sacramento,38.584,-121.449,coding-complete,W731_2010-09-12_USA_CA_Sacramento_-121.449_38.584.fasta,
W732,10-2478,American Crow,Tissue,100.00,0,2010-09-17,USA,CA,Sacramento,38.419,-121.379,coding-complete,W732_2010-09-17_USA_CA_Sacramento_-121.379_38.419.fasta,
W733,10-2515,American Crow,Tissue,100.00,0,2010-09-22,USA,CA,Sacramento,38.575,-121.478,coding-complete,W733_2010-09-22_USA_CA_Sacramento_-121.478_38.575.fasta,
W734,11-2008,American Crow,Tissue,100.00,0,2011-08-18,USA,CA,Sacramento,38.420,-121.375,coding-complete,W734_2011-08-18_USA_CA_Sacramento_-121.375_38.420.fasta,
W735,11-2041,American Crow,Tissue,100.00,0,2011-08-20,USA,CA,Sacramento,38.426,-121.326,coding-complete,W735_2011-08-20_USA_CA_Sacramento_-121.326_38.426.fasta,
W736,11-2130,American Crow,Tissue,100.00,0,2011-08-24,USA,CA,Sacramento,38.418,-121.388,coding-complete,W736_2011-08-24_USA_CA_Sacramento_-121.388_38.418.fasta,
W737,11-2136,Northern Mockingbird,Tissue,100.00,0,2011-08-23,USA,CA,Sacramento,38.284,-121.292,coding-complete,W737_2011-08-23_USA_CA_Sacramento_-121.292_38.284.fasta,
W738,11-2217,American Crow,Tissue,100.00,0,2011-08-29,USA,CA,Sacramento,38.571,-121.498,coding-complete,W738_2011-08-29_USA_CA_Sacramento_-121.498_38.571.fasta,
W739,11-2337,American Crow,Tissue,100.00,0,2011-09-02,USA,CA,Sacramento,38.431,-121.328,coding-complete,W739_2011-09-02_USA_CA_Sacramento_-121.328_38.431.fasta,
W740,11-2342,American Crow,Tissue,100.00,0,2011-09-06,USA,CA,Sacramento,38.420,-121.426,coding-complete,W740_2011-09-06_USA_CA_Sacramento_-121.426_38.420.fasta,
W741,12-1098,American Crow,Tissue,100.00,0,2012-05-28,USA,CA,Sacramento,38.429,-121.374,coding-complete,W741_2012-05-28_USA_CA_Sacramento_-121.374_38.429.fasta,
W742,12-1385,California Scrub-Jay,Tissue,100.00,0,2012-06-07,USA,CA,Sacramento,38.459,-121.320,coding-complete,W742_2012-06-07_USA_CA_Sacramento_-121.320_38.459.fasta,
W743,12-1603,American Crow,Tissue,100.00,0,2012-06-13,USA,CA,Sacramento,38.407,-121.377,coding-complete,W743_2012-06-13_USA_CA_Sacramento_-121.377_38.407.fasta,
W744,12-1689,Yellow-billed Magpie,Tissue,100.00,0,2012-06-15,USA,CA,Sacramento,38.544,-121.357,coding-complete,W744_2012-06-15_USA_CA_Sacramento_-121.357_38.544.fasta,
W745,12-1995,American Crow,Tissue,100.00,0,2012-06-23,USA,CA,Sacramento,38.384,-121.260,coding-complete,W745_2012-06-23_USA_CA_Sacramento_-121.260_38.384.fasta,
W746,12-2236,California Scrub-Jay,Tissue,100.00,0,2012-06-28,USA,CA,Sacramento,38.436,-121.377,coding-complete,W746_2012-06-28_USA_CA_Sacramento_-121.377_38.436.fasta,
W747,12-2483,Yellow-billed Magpie,Tissue,100.00,0,2012-07-02,USA,CA,Sacramento,38.605,-121.394,coding-complete,W747_2012-07-02_USA_CA_Sacramento_-121.394_38.605.fasta,
W748,13-1076,American Crow,Tissue,100.00,0,2013-05-31,USA,CA,Sacramento,38.394,-121.263,coding-complete,W748_2013-05-31_USA_CA_Sacramento_-121.263_38.394.fasta,
W749,13-1802,American Crow,Tissue,100.00,0,2013-07-02,USA,CA,Sacramento,38.501,-121.510,coding-complete,W749_2013-07-02_USA_CA_Sacramento_-121.510_38.501.fasta,
W750,13-2182,California Scrub-Jay,Tissue,100.00,0,2013-07-16,USA,CA,Yolo,38.674,-121.769,coding-complete,W750_2013-07-16_USA_CA_Yolo_-121.769_38.674.fasta,
W751,13-2488,Yellow-billed Magpie,Tissue,100.00,0,2013-07-24,USA,CA,Sacramento,38.688,-121.207,coding-complete,W751_2013-07-24_USA_CA_Sacramento_-121.207_38.688.fasta,
W752,13-2762,American Crow,Tissue,100.00,0,2013-07-30,USA,CA,Sacramento,38.561,-121.495,coding-complete,W752_2013-07-30_USA_CA_Sacramento_-121.495_38.561.fasta,
W753,13-3454,House Finch,Tissue,100.00,0,2013-08-19,USA,CA,Yolo,38.547,-121.702,coding-complete,W753_2013-08-19_USA_CA_Yolo_-121.702_38.547.fasta,
W754,13-3965,American Crow,Tissue,100.00,0,2013-09-18,USA,CA,Sacramento,38.606,-121.360,coding-complete,W754_2013-09-18_USA_CA_Sacramento_-121.360_38.606.fasta,
